Ticker,Current Price,Regular Market Change,52 Week High,52 Week Low,52 Week Change Percent,50 Day Average,200 Day Average,Volume,Market Volume,Beta,Market Cap,Forward PE,Trailing PE,Price to Book,Price To Sales 12 Months,Enterprise Value,Enterprise To EBITA,Enterprise To Revenue,Gross Margins,Profit Margins,Operating Margins,EBITA Margins,Return on Assets,Return on Equity,Net Income to Common,EBITA,Earnings Growth,Total Debt,Debt to Equity,Total Cash,Free Cashflow,Operating Cashflow,Current Ratio,Quick Ratio,Revenue Growth,Total Cash Per Share,Recommendation Mean,Target Mean Price
FUTG,,-1.792898,22.9,13.7,36.020245,18.03335,18.03335,17464,17464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUTU,186.56,-0.64440894,202.53,70.6,101.85981,177.3497,134.77374,625347,625347,0.171,25974282240.0,34.231194,25.732414,0.7803735,1.6132832,106790969344.0,,6.633,0.93498003,0.49144,0.67784,0.0,0.049510002,0.26268,7912297984.0,,1.111,9794074624.0,29.43,112176136192.0,,,1.167,1.16,0.793,100.692,1.44444,211.48152
FV,,0.29511395,63.092,47.04,1.1499882,61.76398,58.99284,127604,127604,,,,20.43192,,,,,,,,,,,,,,,,,,,,,,,,,
FVC,,0.08816441,39.21,31.9,-3.7135959,36.10338,35.765175,3275,3275,,,,20.49896,,,,,,,,,,,,,,,,,,,,,,,,,
FVCB,12.38,-0.32206088,14.5,9.49,-9.738374,12.7984,12.006275,10715,10715,0.42,223760176.0,10.955752,10.581197,0.89573836,3.4831367,64296140.0,,1.001,0.0,0.33174,0.43251,0.0,0.0092400005,0.08868,21311000.0,,0.236,68737000.0,,228924000.0,,,,,0.096,12.666,2.5,15.0
FVN,10.56,0.0,10.57,9.955,6.0240984,10.4744,10.321495,5,5,,79664640.0,,,26.074076,,78556520.0,,,0.0,0.0,0.0,0.0,,,2124787.0,,0.263,0.0,,1108123.0,,-353498.0,5.666,5.477,,0.147,,
FVNNR,0.1799,0.0,0.195,0.11,63.545452,0.1710136,0.1553333,129,129,,,,,0.44419754,,249042.0,,,0.0,0.0,0.0,0.0,,,2124787.0,,0.263,0.0,,1108123.0,,-353498.0,5.666,5.477,,0.147,,
FVNNU,10.54,0.0,12.34,10.07,4.605007,10.5178,10.4318,100,100,,,,,26.02469,,78405640.0,,,0.0,0.0,0.0,0.0,,,2124787.0,,0.263,0.0,,1108123.0,,-353498.0,5.666,5.477,,0.147,,
FWONA,92.42,0.04330041,99.52,68.0,23.206186,92.3926,88.06675,51964,51964,0.728,25220728832.0,71.09231,,2.9134355,6.25359,27664302080.0,33.21,6.859,0.32779998,0.05505,0.15955,0.20655,0.022230001,0.0273,222000000.0,833000000.0,-0.45,5164000256.0,59.879,1291000064.0,654249984.0,793000000.0,1.247,0.964,0.183,5.163,1.0,107.83333
FWONK,102.0,0.13744296,109.363,75.26,25.815212,101.4421,96.818924,1144302,1144302,0.728,25249421312.0,76.1194,,3.215434,6.2607045,30034743296.0,36.056,7.447,0.32779998,0.05505,0.15955,0.20655,0.022230001,0.0273,222000000.0,833000000.0,-0.45,5164000256.0,59.879,1291000064.0,654249984.0,793000000.0,1.247,0.964,0.183,5.163,1.8,118.66667
FWRD,21.71,0.69573104,37.23,9.79,-38.117104,24.0102,23.5168,548755,548755,1.393,678399104.0,80.4074,,4.845982,0.27171463,2745688832.0,12.591,1.1,0.19374001,-0.04642,0.03296,0.087340005,0.015360001,-0.52854,-115512000.0,218074000.0,,2156272896.0,1101.027,140354000.0,60635124.0,43493000.0,1.201,1.047,-0.037,4.492,2.0,34.0
FWRG,17.4,-1.5837142,22.71,12.9,-9.565216,16.9912,17.600176,1085620,1085620,0.879,1061958592.0,42.439022,217.5,1.7485679,0.90809155,2041280640.0,20.484,1.746,0.20363002,0.00425,0.03598,0.085209996,0.011519999,0.0083,4967000.0,99651000.0,0.634,982947008.0,161.852,20714000.0,-61267752.0,130376000.0,0.247,0.148,0.256,0.339,1.36364,22.36364
FXNC,23.51,1.9514345,26.97,18.26,-2.1637678,22.8484,21.9318,19838,19838,0.517,211806512.0,10.090129,21.372726,1.1688377,2.611381,48955360.0,,0.604,0.0,0.1389,0.32562,0.0,0.0064700004,0.07356,11266000.0,,0.725,30520000.0,,189316992.0,,,,,0.683,21.014,3.0,23.75
FYBR,37.87,-0.026404794,37.905,33.715,10.922396,37.4554,36.5784,2711808,2711808,0.946,9480299520.0,-55.691174,,2.0174737,1.5526203,21164804096.0,9.419,3.466,0.65051,-0.0624,0.0929,0.368,0.01312,-0.07803,-381000000.0,2247000064.0,,12017999872.0,255.757,336000000.0,-867000000.0,1794000000.0,0.305,0.25,0.041,1.342,3.08333,38.5
FYC,,-0.13868058,97.3,59.29,14.444578,91.6708,79.5686,40347,40347,,,,23.129852,,,,,,,,,,,,,,,,,,,,,,,,,
FYT,,0.5945374,61.45,42.11,-6.6814003,55.601,52.08175,2759,2759,,,,13.109219,,,,,,,,,,,,,,,,,,,,,,,,,
FYX,,0.13501674,113.17,77.66,1.8683791,109.2062,98.9439,5173,5173,,,,16.165283,,,,,,,,,,,,,,,,,,,,,,,,,
GABC,39.49,-0.07590784,47.08,32.75,-14.569825,39.6554,39.0782,48542,48542,0.662,1480551040.0,12.340626,13.66436,1.3222836,4.7335978,1442396800.0,,4.612,0.0,0.32024,0.50834,0.0,0.013660001,0.10745,100163000.0,,0.319,221648992.0,,260928000.0,,145340000.0,,,0.513,6.96,2.16667,45.66667
GAIA,4.34,0.0,6.53,2.93,-27.906979,5.6784,4.8554,20924,20924,0.931,108692432.0,-72.333336,,1.2597969,1.1021115,120557424.0,49.797,1.222,0.87231004,-0.04838,-0.04879,0.024549998,-0.02566,-0.05605,-4941000.0,2421000.0,,10754000.0,10.591,14162000.0,17171000.0,6567000.0,0.524,0.441,0.134,0.565,1.0,7.75
GAIN,13.88,0.0,15.34,11.42,2.5868416,13.925,13.8855,94326,94326,,550292736.0,15.252747,5.5298805,1.0255653,5.630054,687496768.0,,7.034,1.0,0.94988996,0.58626,0.0,0.036429998,0.18677,92844000.0,,0.77,555030976.0,103.581,1427000.0,2325125.0,-170015008.0,0.204,0.188,0.12,0.148,2.2,14.125
GAINI,25.5,0.19685863,25.77,24.6,0.7920742,25.54644,25.372065,13307,13307,1.32,,,,2.0409796,,,,,1.0,0.41673002,0.63457,0.0,0.043920003,0.08162,38119000.0,,-0.699,341035008.0,74.401,2025000.0,49201500.0,102131000.0,0.184,0.167,0.113,0.055,,
GAINL,,-1.0193882,26.34,25.27,-0.23382902,25.6516,25.629906,650,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAINN,,-0.347911,25.46,24.32,2.4857402,25.09724,24.9433,691,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAINZ,,0.6265648,24.09,22.21,3.0120492,23.86376,23.36893,2011,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GALT,5.5,5.7692347,6.55,0.73,75.675674,4.9152,2.7322,305722,305722,0.955,354635648.0,-3.2738097,,-2.9506438,,443602368.0,,,0.0,0.0,0.0,0.0,-0.98296,,-40457000.0,,,122047000.0,,13771000.0,-27219124.0,-35620000.0,1.432,1.278,,0.215,,6.0
GAMB,6.84,-0.5813948,17.14,6.465,-33.333332,7.8086,11.171725,731902,731902,0.852,244274544.0,7.5164833,18.486486,1.7489134,1.65436,322188032.0,7.112,2.182,0.94023,0.09664,0.19594,0.30683002,0.101660006,0.108669996,14269000.0,45305000.0,,95566000.0,68.417,19081000.0,59844876.0,46779000.0,0.588,0.533,0.296,0.534,,13.14286
GAME,0.522,-4.5878253,2.87,0.5,-46.893204,0.70352,0.823825,1284890,1284890,0.599,51354764.0,-4.0153847,,-3.6760564,0.54998213,59032220.0,-2.845,0.632,0.17641,-0.42891997,-0.25275,-0.22223,-0.18802999,-2.67052,-41941984.0,-20750648.0,,9567922.0,,4697832.0,-1537077.0,-19853232.0,0.427,0.366,-0.111,0.047,1.5,3.0
GANX,2.68,7.630524,2.81,1.41,19.711542,1.8578,1.890865,1383893,1383893,0.13,96342272.0,-3.0112362,,22.333334,,83498528.0,-4.848,,0.0,0.0,0.0,0.0,-0.74331003,-2.4020798,-18593064.0,-17224876.0,,680638.0,18.415,6694136.0,-11346383.0,-18451350.0,1.791,1.56,,0.186,,8.33333
GASS,6.815,0.22058627,8.18,4.82,12.026358,6.7818,6.21815,52208,52208,0.216,253254752.0,4.513245,4.155488,0.3684979,1.4624432,189240240.0,2.213,1.093,0.57576,0.35161,0.41957,0.49383998,0.05118,0.09676,58187200.0,85519024.0,-0.214,31999584.0,4.832,86253856.0,55773648.0,89591296.0,3.867,3.691,0.13,2.409,,10.0
GAUZ,4.45,-7.2916746,13.0,4.42,-42.798115,5.90148,7.905765,59902,59902,,83406952.0,-37.083332,,4.6694646,0.8615531,152855504.0,-5.782,1.579,0.29993,-0.39626,-0.62382,-0.27306998,-0.13033,-0.9446,-38362000.0,-26436000.0,,63280000.0,354.311,1235000.0,-10643000.0,-20112000.0,0.655,0.322,-0.178,0.066,,9.0
GBDC,13.93,0.107799806,16.01,12.68,-9.315962,14.0624,14.69945,928857,928857,0.44,3710623488.0,8.098837,9.809859,0.92872864,4.229392,8734019584.0,,9.955,1.0,0.42806,0.78756,0.0,0.04958,0.09332,375555008.0,,6.295,5127148032.0,128.329,99756000.0,543979648.0,-579740992.0,2.413,1.543,0.275,0.374,,15.25
GBFH,33.75,-1.5748057,46.0,26.95,14.874374,39.1716,38.35069,87300,87300,-0.252,482220000.0,21.774195,26.574804,3.04823,7.152265,418631520.0,,6.209,0.0,0.2785,0.31405002,0.0,0.01549,0.12564,18777000.0,,-0.211,32086000.0,,103390000.0,,,,,0.152,7.236,1.0,52.5
GBIO,5.77,6.066175,22.1,3.0,-73.31708,5.9387,5.089975,40852,40852,,38877676.0,-5.1981983,,0.76871836,2.5460167,-26669692.0,0.313,-1.747,-2.5656202,0.0,-20.1995,0.0,-0.3036,-0.80807996,-62627000.0,-85180000.0,,26096000.0,51.614,89622000.0,-39928752.0,-113652000.0,4.442,4.278,-0.789,13.301,2.2,9.33333
GBLI,28.91,-2.6566536,37.0,26.94,-13.486749,29.3424,31.24905,701,701,0.426,414105504.0,9.091195,14.902061,0.5914605,0.9374905,346634656.0,8.333,0.785,0.15399,0.06316,0.14067,0.09417,0.012920001,0.040120002,27460000.0,41598000.0,-0.065,8922000.0,1.267,75360000.0,67269872.0,1678000.0,1.231,0.754,0.022,5.471,0.0,55.0
GBUG,,0.07279988,42.53,18.39,86.37687,36.20022,27.450197,76117,76117,,,,19.704927,,,,,,,,,,,,,,,,,,,,,,,,,
GCBC,22.86,1.6903963,35.0,20.0,-34.632156,22.7852,23.55125,10501,10501,0.4,389233312.0,,11.545455,1.5683315,5.0263863,277562080.0,,3.584,0.0,0.43578997,0.52126,0.0,0.01138,0.14531,33747000.0,,0.414,56446000.0,,161647008.0,,32778000.0,,,0.247,9.494,,
GCL,1.67,-6.494964,15.55,1.62,-84.41536,2.37596,2.969285,114590,114590,0.271,204696864.0,,33.399998,5.680272,1.4407907,213107744.0,44.924,1.5,0.14952,0.039330002,0.04735,0.03339,0.02676,0.19097,5587625.0,4743740.0,36.991,12725897.0,34.434,18520420.0,10177680.0,-10308634.0,1.186,0.86,0.484,0.152,,
GCLWW,0.055,0.0,0.055,0.055,,,,138,138,0.271,907500.0,,,0.18707483,0.0063875797,2015801.0,0.425,0.014,0.14952,0.039330002,0.04735,0.03339,0.02676,0.19097,5587625.0,4743740.0,36.991,12725897.0,34.434,18520420.0,10177680.0,-10308634.0,1.186,0.86,0.484,0.152,,
GCMG,11.64,-0.51281595,14.48,11.3,-1.3490736,12.0922,12.529525,910472,910472,0.895,2175283200.0,14.370371,36.375,-83.74101,4.0054193,936307008.0,7.392,1.724,0.41351002,0.06262,0.33264,0.23325,0.12129,,34010000.0,126673000.0,5.298,493235008.0,12901.779,182748992.0,113035376.0,193158000.0,1.974,1.872,0.081,3.479,2.0,15.5
GCMGW,0.1278,-37.961163,0.21,0.1278,,,,7626,7626,0.895,,,,-0.9194245,,,,,0.41351002,0.06262,0.33264,0.23325,0.12129,,34010000.0,126673000.0,5.298,493235008.0,12901.779,182748992.0,113035376.0,193158000.0,1.974,1.872,0.081,3.479,,
GCT,31.925,-5.4634323,34.5,11.17,44.13146,28.3773,21.34195,994489,994489,2.343,1183036544.0,9.095442,9.645015,2.5997558,0.96737725,1347540224.0,9.557,1.102,0.23117,0.10616,0.12184,0.1153,0.07533,0.30274,129832000.0,141002000.0,0.01,461996000.0,101.024,365862016.0,139436992.0,194710000.0,2.076,1.421,0.097,9.873,1.75,36.0
GCTK,5.7,1.2433338,2148.0,4.22,-99.7047,6.5253,13.138225,11527,11527,0.308,5190921.0,,,0.7451954,,-4287280.0,0.279,,0.0,0.0,0.0,0.0,-1.77933,-14.909499,-26770000.0,-15356000.0,,267000.0,3.881,9555000.0,-9791875.0,-14324000.0,3.266,3.097,,10.624,,
GDC,4.41,13.659787,9.915,1.03,19.753086,5.26118,3.23052,47171,47171,1.814,252772864.0,,,0.2864566,,218561536.0,-29.295,,0.0,0.0,0.0,0.0,-0.010720001,0.01638,7080752.0,-7460757.0,,1281308.0,0.149,225072.0,289644.0,-4957721.0,0.217,0.079,,0.004,,
GDEN,29.86,1.9460555,35.49,19.57,-13.445627,23.35,27.1034,968269,968269,1.572,781555200.0,32.813187,135.72728,1.800205,1.2145663,1217292032.0,9.352,1.892,0.53944,0.00847,0.01798,0.20226999,0.0232,0.011510001,5451000.0,130157000.0,,508920992.0,117.222,58265000.0,55459124.0,95373000.0,1.097,0.767,-0.04,2.226,2.8,29.4
GDEV,21.8698,-0.10277168,42.2,8.6,-16.250956,23.2587,17.12845,5404,5404,1.158,396501440.0,16.199852,8.5428915,-3.0634263,0.9326988,319578368.0,5.101,0.752,0.66143996,0.11083,0.15544,0.14738,0.14668,,47114000.0,62652000.0,0.111,2277000.0,,79608000.0,17560750.0,13063000.0,0.515,0.504,0.133,4.391,,70.0
GDEVW,0.022,-13.043478,0.022,0.022,,,,1000,1000,1.158,,,0.0006586826,-0.0030816642,,,,,0.66143996,0.11083,0.15544,0.14738,0.14668,,47114000.0,62652000.0,0.111,2277000.0,,79608000.0,17560750.0,13063000.0,0.515,0.504,0.133,4.391,,
GDFN,,0.21068351,27.11,23.36,-5.4763317,25.116848,25.116848,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDHG,4.27,3.1400993,1968.375,2.4,-99.39748,6.53534,164.12987,5028,5028,-12.385,10811922.0,,,0.003457347,0.64870626,-58215584.0,6.175,-3.493,0.36241,-0.89853996,-1.22356,-0.56566,-0.08085,-0.16826999,-14975820.0,-9427758.0,,9168646.0,8.064,67769056.0,-16811180.0,13316097.0,21.535,16.051,-0.41,736.116,,
GDRX,3.03,-0.98039126,5.81,2.955,-34.893616,3.9965,4.38625,1687387,1687387,1.462,1028482048.0,7.390244,37.875,1.7206132,1.2845572,1310270976.0,9.872,1.637,0.93464994,0.03966,0.07458,0.16577,0.05025,0.04896,31754000.0,132723000.0,-0.678,545134976.0,90.748,273528992.0,105922872.0,179759008.0,3.11,2.994,0.004,0.806,2.13333,5.11786
GDS,33.33,-0.26928887,52.5,16.925,47.941566,36.272,31.685575,701520,701520,0.34,6383099392.0,-55.55,151.50002,0.2562585,0.5838012,86025510912.0,18.129,7.868,0.22586,0.42874,0.14295,0.43398997,0.01075,0.01518,277158016.0,4745074176.0,,47800176640.0,186.785,13123750912.0,-824753600.0,3216015104.0,1.997,1.816,0.124,8.744,1.4,48.088303
GDTC,1.95,-1.0152274,4.05,1.65,-13.101017,2.10818,2.247815,39983,39983,-0.349,22880738.0,-13.0,,3.1502423,31.348845,20444128.0,-6.429,28.01,0.92516,0.0,-4.52169,0.0,-0.22851999,-0.42330003,-3672060.0,-3180003.0,,489604.0,6.779,2854958.0,-2369023.0,-3153215.0,5.807,4.305,1.01,0.247,,
GDYN,8.59,-2.2753108,25.5,7.37,-54.0272,8.0432,12.54205,1250380,1250380,0.843,728166208.0,19.522728,50.52941,1.3531821,1.7937115,420215008.0,18.418,1.035,0.35289,0.03421,0.00677,0.056199998,0.0040599997,0.02961,13886000.0,22816000.0,-0.8,13648000.0,2.538,338552992.0,37380248.0,37772000.0,7.626,7.293,0.191,3.994,1.33333,12.0
GECC,8.03,2.423464,11.455,7.18,-22.37624,9.2036,10.285995,180621,180621,,112405288.0,5.6950355,,0.80235803,2.414566,,,,1.0,-0.17084,0.7664,0.0,0.05037,-0.059809998,-7953000.0,,,200188992.0,142.892,,21256124.0,10023000.0,0.076,0.063,-0.091,,3.0,9.5
GECCG,,0.27852607,25.39,24.78,1.1907101,25.068548,25.068548,1249,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GECCH,,0.39880303,25.64,24.38,-0.40472746,25.22278,25.122925,1773,1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GECCI,,0.3920829,25.72,24.75,-0.11867285,25.40502,25.275845,1035,1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GECCO,,0.0,27.195,24.26,1.2913585,25.13022,25.166225,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEG,2.45,0.0,3.51,1.7,37.569057,2.5944,2.16445,20740,20740,0.475,81705024.0,1.6554054,6.4473686,0.9252266,5.007663,29603840.0,-4.383,1.814,-0.00662,0.79008,-0.26302,-0.41395,-0.03398,0.20615,12891000.0,-6754000.0,,62590000.0,77.592,109451000.0,-19243000.0,-9006000.0,14.343,12.251,-0.371,4.122,,
GEGGL,,0.6654397,25.5,20.84,1.7500043,24.46158,23.837364,1215,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEHC,73.41,-0.09526359,94.8,57.65,-13.471502,75.1126,75.77425,3617421,3617421,1.273,33439842304.0,15.719486,15.198759,3.3462486,1.6516765,40437727232.0,11.152,1.997,0.40803,0.10945,0.14213,0.17909999,0.05455,0.24450001,2216000000.0,3625999872.0,-0.041,10744000512.0,105.127,4004999936.0,1485250048.0,1850000000.0,1.181,0.853,0.058,8.792,1.77273,88.44048
GELS,1.08,5.8823595,5.5,0.77,-54.666664,1.29,1.56666,40307,40307,,10830267.0,,,0.55469954,28.663177,10693850.0,-4.602,28.302,0.53663,0.0,-6.5700097,0.0,,,-5164910.0,-2323691.0,,3896328.0,20.732,3046602.0,,-4235964.0,0.787,0.534,3.051,0.316,,
GEME,,0.48617396,33.76,22.348,31.488943,31.78554,27.97015,1064,1064,,,,11.0607605,,,,,,,,,,,,,,,,,,,,,,,,,
GEMG,10.6129,-34.44781,17.73,10.5614,-1.8935859,15.2605,15.2605,14741,14741,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
GEMI,14.07,-16.448935,45.89,13.8102,-47.375,22.23,22.23,5545533,5545533,,1651591424.0,,,-0.8996739,12.103739,3184407808.0,-19.64,23.337,0.0172,-2.9288502,-1.6537,-1.18821,,,-399649984.0,-162135008.0,,1549522944.0,,51053000.0,,-32114000.0,1.06,0.11,-0.077,0.747,,
GEN,27.14,2.9980989,32.22,22.74,-13.691449,27.7476,28.0987,7175318,7175318,1.111,16737674240.0,11.077551,29.824175,6.81567,3.7419348,24330469376.0,12.516,5.439,0.7932,0.12743,0.36475,0.43460998,0.06864,0.25027,570000000.0,1944000000.0,-0.192,8771000320.0,356.98,691000000.0,1076625024.0,1324000000.0,0.505,0.391,0.253,1.12,2.09091,33.337
GENK,2.75,8.267717,10.33,2.417,-75.146774,3.002,4.157875,40301,40301,1.398,90563784.0,30.555553,,1.0613662,0.41901103,205892832.0,81.06,0.953,0.16502,-0.00343,-0.03416,0.01175,-0.014249999,-0.11254,-741000.0,2540000.0,,174099008.0,424.363,9610000.0,-16363875.0,14237000.0,0.444,0.298,0.022,1.831,1.0,5.16667
GENVR,5.1,21.428576,12.402,3.5,5.2631617,6.49558,7.5749297,90353,90353,1.111,,,,1.2807634,,,,,0.7932,0.12743,0.36475,0.43460998,0.06864,0.25027,570000000.0,1944000000.0,-0.192,8771000320.0,356.98,691000000.0,1076625024.0,1324000000.0,0.505,0.391,0.253,1.12,,
GEOS,28.41,2.3414972,29.89,5.51,112.557434,21.699,12.82335,146286,146286,0.532,364236128.0,71.025,,2.7093267,3.1528225,330714688.0,40.126,2.863,0.39269,-0.11705,-0.17095,0.071339995,-0.0114,-0.099530004,-13522000.0,8242000.0,,368000.0,0.274,25556000.0,-16551375.0,-19681000.0,5.901,2.568,-0.039,1.993,,
GERN,1.25,7.758624,4.21,1.04,-70.78085,1.2844,1.541,12367318,12367318,0.561,797944064.0,-15.625,,3.2051284,4.3507686,481876128.0,-7.702,2.627,0.53360003,-0.43613997,-0.29405,-0.34113997,-0.07791,-0.29572,-79990000.0,-62566000.0,,121916000.0,49.02,380532000.0,-94200624.0,-132915000.0,5.955,4.768,0.671,0.596,2.125,3.42857
GEVO,2.09,-1.4150931,2.98,0.92,29.268288,2.1126,1.5545,5812409,5812409,1.437,505443680.0,-7.7407403,,0.98864704,6.303312,615622080.0,-23.489,7.677,0.27627,-0.72764,0.13351,-0.32685003,-0.04595,-0.11532,-58347000.0,-26209000.0,,171316992.0,35.708,57257000.0,-119970752.0,-56433000.0,2.327,0.998,7.253,0.245,,5.91667
GEW,,2.5355544,51.87,49.511,2.8161407,50.533176,50.533176,166,166,,,,27.092339,,,,,,,,,,,,,,,,,,,,,,,,,
GFAI,0.9115,4.4100747,3.88,0.76,-21.351349,1.08592,1.14995,130288,130288,2.62,19890376.0,30.383333,,0.5802037,0.53775626,-1527331.0,0.278,-0.041,0.16148001,-0.16905001,-0.134,-0.14876,-0.10236,-0.21554,-6252648.0,-5502412.0,,2926293.0,8.55,23452268.0,126440.0,-2440911.0,5.264,4.691,0.036,1.075,,
GFAIW,0.158,21.165648,0.158,0.135,,,,685,685,2.62,,,,0.10057289,,,,,0.16148001,-0.16905001,-0.134,-0.14876,-0.10236,-0.21554,-6252648.0,-5502412.0,,2926293.0,8.55,23452268.0,126440.0,-2440911.0,5.264,4.691,0.036,1.075,,
GFGF,,1.0638235,34.844,27.853,7.180047,33.91204,32.317547,613,613,,,,33.173424,,,,,,,,,,,,,,,,,,,,,,,,,
GFLW,,-0.7754329,29.6,18.88,14.584732,28.53214,25.5817,190026,190026,,,,36.043243,,,,,,,,,,,,,,,,,,,,,,,,,
GFS,34.81,0.5488228,47.69,29.77,-17.747683,34.2593,36.70345,4013430,4013430,1.485,19318562816.0,19.446928,,1.6923527,2.8235257,17855119360.0,8.251,2.61,0.23764999,-0.01681,0.11611,0.31628,0.02764,-0.00984,-115000000.0,2164000000.0,0.465,1684000000.0,14.684,3095000064.0,1156749952.0,1594000000.0,2.633,1.878,0.034,5.577,,39.62905
GGAL,55.19,-1.2701304,74.0,25.89,2.1004558,37.0974,50.8166,1187310,1187310,0.68,8827008000.0,7.7514043,8.336858,0.012797222,0.0016225732,-1012682915840.0,,-0.186,0.0,0.20306,0.17622,0.0,0.04007,0.20587999,1104651091968.0,,-0.723,3256042651648.0,,4358775767040.0,,-2453627469824.0,,,-0.328,2713.628,1.875,70.75
GGLL,,0.8623648,89.1884,23.6,100.75171,68.3618,44.3312,789135,789135,,,,46.67882,,,,,,,,,,,,,,,,,,,,,,,,,
GGLS,,-0.5383575,16.0,7.39,-42.536736,8.5988,11.736745,1855488,1855488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GGR,4.01,-1.23152,14.0,3.65,-57.93815,5.4007,6.324375,8660,8660,0.961,59162612.0,-12.531251,,0.38988823,0.20441784,444875776.0,-24.557,1.537,0.00903,-0.46528,-0.35661998,-0.062589996,-0.07574,-0.64733005,-134660992.0,-18116000.0,,476672000.0,313.943,92026000.0,-135263376.0,20270000.0,1.012,0.508,-0.187,6.234,,
GGROW,0.0228,31.791908,0.0228,0.0156,,,,14385,14385,0.961,,,,0.0022168206,,,,,0.00903,-0.46528,-0.35661998,-0.062589996,-0.07574,-0.64733005,-134660992.0,-18116000.0,,476672000.0,313.943,92026000.0,-135263376.0,20270000.0,1.012,0.508,-0.187,6.234,,
GH,97.71,-0.21445987,101.57,28.45,229.36427,68.1294,52.0577,1894740,1894740,1.6,12690029568.0,-36.05535,,-34.453457,14.059899,13197808640.0,-32.815,14.622,0.63758,-0.44184,-0.37283,-0.44561002,-0.19638,,-398788992.0,-402192992.0,,1326375936.0,,470511008.0,-133878376.0,-222900000.0,3.499,2.474,0.385,3.733,1.34783,96.54545
GHRS,14.22,5.0221586,20.5,6.72,47.978138,13.4565,12.526675,286555,286555,0.975,882058048.0,-12.365218,,4.133721,,540926208.0,-10.222,,0.0,0.0,0.0,0.0,-0.12728,-0.16346,-41017000.0,-52920000.0,,647000.0,0.213,291535008.0,-27540500.0,-40293000.0,29.488,29.253,,4.7,1.375,30.375
GIBO,1.75,-5.913979,4836.0,1.7,-99.91538,2.5332,916.98846,33157,33157,-2.601,4641042.0,,,14.344262,,944281728.0,-15.899,,0.0,0.0,0.0,0.0,,,-59925544.0,-59393316.0,,2261370.0,3.649,185899.0,,-16522990.0,0.575,0.064,,0.0,,
GIBOW,0.0333,0.0,0.0333,0.0333,,,,6800,6800,-2.601,,,,0.27295083,,,,,0.0,0.0,0.0,0.0,,,-59925544.0,-59393316.0,,2261370.0,3.649,185899.0,,-16522990.0,0.575,0.064,,0.0,,
GIFI,11.79,0.16991931,11.83,5.75,70.82728,7.602,6.9024,156716,156716,0.441,189050048.0,589.5,19.65,2.0387342,1.2366962,147669344.0,10.723,0.966,0.14488,0.06453,-0.03141,0.09008,0.04152,0.10995,9865000.0,13771000.0,,19932000.0,21.488,60992000.0,4353625.0,12709000.0,4.628,4.24,-0.09,3.804,2.0,8.0
GIFT,1.09,-0.90909004,2.376,0.82,-33.727814,1.08142,1.383085,33510,33510,,33264568.0,-6.8125005,,1.5797102,0.38615772,37198504.0,-3.68,0.432,0.1602,-0.14023,-0.13244,-0.11734,-0.22249001,-0.55774,-12080165.0,-10108291.0,,6540149.0,30.883,4021227.0,496663.0,48180.0,0.824,0.473,-0.191,0.13,,4.0
GIG,10.555,0.04739445,12.5,9.94,6.030154,10.6699,10.346305,97629,97629,,351833344.0,,,1319.375,,351055968.0,,,0.0,0.0,0.0,0.0,,,2378292.0,,,0.0,,610700.0,,-821914.0,8.945,7.748,,0.018,,
GIGGU,11.255,0.0,13.9,10.01,12.426329,11.4329,10.61762,100,100,,,,,1406.875,,374555968.0,,,0.0,0.0,0.0,0.0,,,2378292.0,,,0.0,,610700.0,,-821914.0,8.945,7.748,,0.018,,
GIGGW,0.727,-7.9630337,0.8,0.7125,,,,106321,106321,,,,,90.87499,,,,,0.0,0.0,0.0,0.0,,,2378292.0,,,0.0,,610700.0,,-821914.0,8.945,7.748,,0.018,,
GIGM,1.5904,0.65822387,1.89,1.38,6.040263,1.6722,1.55425,545,545,0.433,17577474.0,,,0.45271847,5.174411,-11428840.0,3.405,-3.364,0.52752,-0.37298,-1.08952,-0.98815,-0.04981,-0.03144,-1267000.0,-3356750.0,,182000.0,0.469,29073000.0,,,13.485,13.214,0.191,2.631,,
GIII,28.08,0.7534951,36.18,20.33,-10.873043,27.1366,26.2247,218618,218618,1.315,1185410432.0,7.037594,7.0730476,0.69383013,0.37955374,1170543232.0,3.924,0.375,0.40368,0.05835,0.02658,0.0955,0.0629,0.11316,182250000.0,298272992.0,-0.528,295776000.0,17.312,301777984.0,310803872.0,390448000.0,2.209,1.155,-0.049,7.149,2.0,30.25
