Ticker,Current Price,Regular Market Change,52 Week High,52 Week Low,52 Week Change Percent,50 Day Average,200 Day Average,Volume,Market Volume,Beta,Market Cap,Forward PE,Trailing PE,Price to Book,Price To Sales 12 Months,Enterprise Value,Enterprise To EBITA,Enterprise To Revenue,Gross Margins,Profit Margins,Operating Margins,EBITA Margins,Return on Assets,Return on Equity,Net Income to Common,EBITA,Earnings Growth,Total Debt,Debt to Equity,Total Cash,Free Cashflow,Operating Cashflow,Current Ratio,Quick Ratio,Revenue Growth,Total Cash Per Share,Recommendation Mean,Target Mean Price
GILD,122.56,3.7325401,124.61,86.08,25.225222,116.5894,110.6849,6271153,6271153,0.334,152057692160.0,16.495289,18.972136,7.066828,5.2276855,162953297920.0,11.528,5.602,0.78716004,0.27882,0.45231,0.48599,0.12571,0.40706003,8110000128.0,14136000512.0,1.43,24941000704.0,116.243,8489999872.0,8028000256.0,9667000320.0,1.453,1.105,0.03,6.843,1.71429,129.9136
GILT,12.48,0.0,15.24,4.86,120.884964,12.7072,8.4632,791425,791425,0.662,802098560.0,35.657143,31.199999,2.26046,2.2933745,714899520.0,22.044,2.044,0.34033,0.0641,0.03314,0.09273,0.020480001,0.07491,22417000.0,32431000.0,7.604,66020000.0,20.908,64929000.0,38961124.0,29508000.0,1.504,0.901,0.37,1.135,,11.0
GIND,,1.0086168,29.52,23.725,5.9196234,26.62228,26.569345,156,156,,,,30.673607,,,,,,,,,,,,,,,,,,,,,,,,,
GINX,,1.1656537,30.4107,23.935,12.54586,29.4475,28.002855,6834,6834,,,,14.086821,,,,,,,,,,,,,,,,,,,,,,,,,
GIPR,1.07,0.9434066,2.06,0.781,-44.21052,1.20632,1.417005,27941,27941,-0.039,5824211.0,-0.61849713,,-4.28,0.5892509,107034872.0,26.878,10.829,0.72940004,-1.05392,-0.11852,0.40289003,-0.00478,-0.21589,-10417032.0,3982211.0,,69384056.0,224.069,443023.0,5239294.0,275924.0,0.619,0.132,0.077,0.081,,
GIPRW,0.0514,0.0,0.0514,0.0514,,,,5,5,-0.039,,,,-0.2056,,,,,0.72940004,-1.05392,-0.11852,0.40289003,-0.00478,-0.21589,-10417032.0,3982211.0,,69384056.0,224.069,443023.0,5239294.0,275924.0,0.619,0.132,0.077,0.081,,
GITS,1.58,1.9354899,5.06,0.097,576.8559,2.11938,1.96582,6791,6791,-0.842,5607143.0,,,0.9681373,193349.77,5599014.0,-3.441,193069.44,1.0,0.0,-23342.447,0.0,-0.08125,-0.67363,-5509169.0,-1627346.0,,109218.0,1.886,10883.0,13342071.0,-1718166.0,0.05,0.049,,0.003,,
GIW,9.92,0.0,10.05,9.9,-0.10070205,9.933182,9.933182,1005,1005,,455088576.0,,,-1240.0,,,,,,,,,,,,,,,,,,,,,,,,
GIWWR,0.4015,-2.0731733,0.4231,0.4001,,,,1207,1207,,,,,-50.187496,,,,,,,,,,,,,,,,,,,,,,,,
GIWWU,10.333,-0.2606127,10.39,10.01,2.7944088,10.242731,10.242731,221,221,,,,,-1291.625,,,,,,,,,,,,,,,,,,,,,,,,
GKAT,,1.547261,40.57,38.42,1.6898751,39.6763,39.589725,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLAD,19.4,0.103201546,30.43,18.85,-23.820751,21.443,25.67605,113831,113831,0.943,433199136.0,9.463414,5.7227135,0.9130271,4.872881,714352512.0,,8.035,1.0,0.84406,0.75514,0.0,0.0535,0.16073999,75037000.0,,-0.619,282252000.0,57.724,15169000.0,30309500.0,85451000.0,2.999,2.702,-0.157,0.679,,26.8
GLBE,36.66,0.7419634,63.69,26.64,-14.436871,35.5098,37.0743,1089034,1089034,1.246,6222157824.0,1833.0,,6.847217,7.3753533,5687782912.0,47.36,6.742,0.45099,-0.033689998,0.04893,0.14236,-0.01306,-0.03179,-28420000.0,120098000.0,,24647000.0,2.711,515483008.0,176374000.0,152450000.0,2.574,2.234,0.279,3.036,1.69231,48.07692
GLBS,1.2001,0.008324781,1.64,0.99,-23.225807,1.132,1.1581,9055,9055,0.509,24700818.0,-30.002499,,0.14273311,0.69000554,89079936.0,14.844,2.488,0.3344,-0.16479,-0.042779997,0.16764,-0.00501,-0.03352,-5899000.0,6001000.0,,112914000.0,65.249,48327000.0,-46716500.0,4727000.0,1.724,1.574,0.002,2.348,,3.0
GLBZ,4.565,0.3296674,6.99,3.89,-26.136362,4.596,4.81445,3467,3467,0.201,13328408.0,,,0.64295775,1.0436463,1057612.0,,0.083,0.0,0.00204,0.03961,0.0,7e-05,0.00124,26000.0,,-0.038,0.0,,12227000.0,,,,,0.084,4.188,,
GLCR,,0.16389154,27.484,21.27,1.1195779,26.2277,25.357069,122,122,,,,13.955841,,,,,,,,,,,,,,,,,,,,,,,,,
GLDB,,-1.4014846,27.19,23.129,-3.6241412,24.213,24.213,6026,6026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLDD,12.7,1.2759159,12.93,7.51,0.07981062,11.7272,10.7213,397089,397089,1.449,863591168.0,14.941175,10.672268,1.686811,1.0347378,1310169856.0,7.86,1.57,0.23817,0.09651,0.14417,0.19973,0.06339,0.17368999,80551000.0,166694000.0,1.0,486582016.0,96.907,12671000.0,2379875.0,153411008.0,1.199,0.899,0.021,0.19,1.33333,16.0
GLDI,,0.46585757,174.86,150.02,12.336599,168.3018,162.36711,5099,5099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLDY,,0.9074981,20.69,16.711,-15.050232,17.64878,18.208332,30656,30656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLE,0.4873,-9.085821,5.44,0.478,-86.51399,0.73278,1.47177,165362,165362,,8917590.0,,,0.14087887,0.38635907,-15593446.0,2.631,-0.676,0.15776,-0.25295,-1.42858,-0.2568,-0.08379,-0.15075,-5838255.0,-5927237.0,,335.0,0.001,25294612.0,-18157072.0,-9204049.0,3.435,3.324,-0.853,1.382,,
GLGG,,-7.267616,45.8,12.38,47.04894,27.06208,25.55793,24988,24988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLIBA,34.86,4.653255,38.98,28.0,2.4923086,36.2734,35.764187,218396,218396,,979728448.0,,,0.7291667,0.9357483,1962925056.0,5.085,1.875,0.37535998,-0.29513,0.14397,0.36867002,0.03521,-0.22024,-309000000.0,386000000.0,,1112999936.0,80.072,124000000.0,123875000.0,357000000.0,1.341,1.185,-0.019,4.321,,
GLIBK,34.88,5.4413514,39.14,29.0,6.366563,36.0909,35.596977,580405,580405,,988002304.0,,,0.72958505,0.9436507,1956324480.0,5.068,1.869,0.37535998,-0.29513,0.14397,0.36867002,0.03521,-0.22024,-309000000.0,386000000.0,,1112999936.0,80.072,124000000.0,123875000.0,357000000.0,1.341,1.185,-0.019,4.321,,
GLMD,1.2,-1.6393427,3.61,1.15,-59.60265,1.41268,1.688685,17076,17076,0.281,6575077.0,-1.1650486,,0.31007755,,-14058279.0,2.012,,0.0,0.0,0.0,0.0,-0.24211,-0.53989,-8722000.0,-6986500.0,,0.0,,20528000.0,-3760750.0,-5468000.0,8.709,8.658,,3.871,,
GLNG,38.4,-1.6645267,45.98,29.56,7.1330547,40.057,39.7655,1322942,1322942,0.153,3931699456.0,20.000002,66.2069,2.0728745,12.037276,5719178240.0,42.764,17.51,0.51869,0.18312,0.39449,0.40945,0.011519999,0.0424,59812000.0,133739000.0,,1917346048.0,82.958,611176000.0,-1006886016.0,504335008.0,1.317,1.189,0.891,5.969,1.375,51.92857
GLOW,,0.50578815,31.06,22.86,15.7741785,30.1213,27.815285,12420,12420,,,,22.721426,,,,,,,,,,,,,,,,,,,,,,,,,
GLPG,32.85,1.2326585,37.78,22.36,18.777454,32.9292,28.99895,112033,112033,-0.05,2164718592.0,-31.586538,,0.8845625,7.5446506,-904490816.0,3.262,-3.152,-0.72213995,-1.5194299,-0.5856,-0.96635,-0.05187,-0.1672,-443872992.0,-277266240.0,,7502000.0,0.307,3050114048.0,-30085876.0,-269364000.0,8.626,8.533,0.189,46.291,3.16667,30.637966
GLPI,45.14,0.35571334,52.27,42.255,-8.502847,45.9908,47.43425,1308408,1308408,0.694,12774996992.0,15.25,16.17921,2.7915893,8.099096,19862958080.0,13.901,12.593,0.93711996,0.49135,0.84796995,0.90588,0.05625,0.16670999,774294976.0,1428872960.0,0.266,7505413120.0,151.445,751715008.0,752725760.0,1078585984.0,46.323,43.975,0.032,2.656,2.08333,53.63043
GLRE,13.18,3.129895,15.38,11.57,-12.285519,12.5378,13.28545,163254,163254,0.54,449427776.0,8.2375,,0.68208873,0.679366,405378112.0,,0.613,0.03487,-0.00282,-0.00244,0.0,0.0015700001,-0.00282,-1867000.0,,,38379000.0,5.825,68789000.0,-26103750.0,139534000.0,1.747,0.08,-0.187,2.017,,
GLSI,8.47,-1.7970983,15.47,7.88,-36.440678,10.2903,10.654325,77386,77386,2.906,117347952.0,-10.329268,,79.15888,,114435864.0,-6.309,,0.0,0.0,0.0,0.0,-2.19025,-4.91941,-17992572.0,-18137912.0,,0.0,,3125101.0,-1849559.0,-8503695.0,1.854,1.854,,0.229,,45.0
GLTO,23.58,36.695652,33.6,2.01,146.42856,6.426,4.28116,14053078,14053078,,31233124.0,-1.2482796,,4.694406,,16686407.0,-1.407,,0.0,0.0,0.0,0.0,-0.43543997,-1.09488,-15844000.0,-11862000.0,,57000.0,0.712,7606000.0,-4587875.0,-12228000.0,3.731,2.9,,5.731,,
GLUE,14.32,1.8492125,14.4,3.5,53.997814,8.6192,5.993475,1689614,1689614,1.62,932486272.0,-9.546666,44.75,3.5988941,5.13659,564465728.0,33.519,3.109,0.28076,0.115380004,-2.58263,0.09276,0.013730001,0.09283,20946000.0,16840000.0,,40168000.0,16.339,391257984.0,48564376.0,149138000.0,6.54,6.449,0.385,6.008,1.5,16.33333
GLXG,4.11,4.0506353,159.77,3.43,-97.23969,4.689,6.1901,2462,2462,,8883765.0,,,0.28753325,0.32387844,-23463396.0,0.849,-0.855,0.42587003,-1.00508,-1.44128,-1.0081,-0.52795,-1.64223,-27568712.0,-27651496.0,,1236952.0,4.565,32188712.0,-23402752.0,-27707982.0,3.214,3.046,-0.093,16.979,,
GLXY,30.74,-3.302929,45.92,17.4,39.42982,34.1799,27.80378,5371295,5371295,3.968,12415302656.0,-399.22076,35.333332,3.127798,0.5232794,9650980864.0,,0.407,1.0,0.00379,0.98743,0.0,2.31713,0.04355,89971000.0,,,4531964928.0,142.86,1991273984.0,,,1.346,0.307,,11.105,1.5,46.45455
GMAB,30.31,4.301445,33.65,17.235,29.327988,29.6914,23.305426,2173417,2173417,0.793,18661031936.0,21.65,13.2938595,0.32448345,4.8524785,-1479855744.0,-1.009,-0.385,0.94364,0.41169998,0.44912,0.38119,0.13377,0.29413,1583268864.0,1465946880.0,1.076,142000000.0,2.469,3411000064.0,955981952.0,1368800768.0,6.034,6.015,0.174,55.403,1.57143,37.24286
GMGI,0.9729,-4.6176476,2.98,0.87,-64.583336,1.02216,1.596215,101252,101252,,137410320.0,8.844545,,1.106826,0.7670465,151125632.0,12.819,0.844,0.56799,-0.030030001,-0.00819,0.065809995,-0.00856,-0.05012,-5380283.0,11788849.0,,25969486.0,20.433,22396708.0,-2568728.0,33748920.0,0.608,0.505,0.154,0.159,,2.83333
GMHS,1.11,-0.89285624,17.49,0.96,-89.97314,1.4396,1.52096,38126,38126,0.168,59461992.0,,13.875001,1.7903225,0.5037065,43821420.0,9.641,0.371,0.5268,0.03356,0.04486,0.038510002,0.04303,0.11376,3961531.0,4545498.0,-0.421,521581.0,1.575,16579899.0,-463460.0,2215358.0,2.818,2.126,-0.031,0.31,,
GMM,1.7998,-0.5635307,4.974,0.21,501.3289,1.98962,2.75049,22050,22050,-1.536,53216584.0,,0.97815216,0.64027035,1.104742,31150676.0,2.833,0.647,0.43155998,0.14236,0.06307,0.22827,0.01966,0.15572,6857569.0,10996105.0,-0.839,5579892.0,11.361,6001157.0,-9856141.0,18769724.0,0.967,0.478,0.342,0.343,,
GNFT,4.065,-0.85365486,5.212,2.55,-21.143515,4.06126,3.922025,5729,5729,0.874,203261776.0,-18.477274,,3.8567362,4.504416,236086000.0,-8.954,5.232,1.0,-0.85894996,0.00177,-0.58429,-0.08542,-0.51737,-38760000.0,-26366000.0,,138912992.0,264.737,107511000.0,1511750.0,-3366000.0,3.739,3.637,-0.418,2.159,,7.3780274
GNLN,2.94,-4.0783033,1650.0,2.75,-99.80943,3.5408,157.4792,23615,23615,1.171,13860815.0,-0.5335753,,0.20285656,1.7426219,-1118750.0,0.109,-0.141,0.56349,-2.4661798,-4.13198,-1.29017,-0.21093,-1.51475,-19616000.0,-10262000.0,,553000.0,2.772,5724000.0,-11157000.0,-14266000.0,2.378,0.811,-0.703,4.128,,
GNLX,5.98,1.5280162,8.535,1.988,98.98648,5.2272,3.775275,164408,164408,,227549600.0,-6.361702,,12.229039,,204833936.0,-6.15,,0.0,0.0,0.0,0.0,-0.64265,-1.23347,-31874000.0,-33309000.0,,1624000.0,8.735,20915000.0,-12054750.0,-23371000.0,4.204,4.08,,0.55,1.33333,19.33333
GNMA,,0.19180928,45.34,42.0,2.7951002,44.527,43.76635,15249,15249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNOM,,2.4985402,45.47,27.2,1.8590331,40.46608,35.9927,2924,2924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNPX,4.05,1.2500048,117.5,3.9,-96.17225,10.688,14.2075,198423,198423,-0.802,6608956.0,-1.8577982,0.095294125,1.9294903,,1330500.0,-0.077,,0.0,0.0,0.0,0.0,-2.07411,-6.12301,-17563072.0,-17305160.0,,0.0,,1346844.0,-8884147.0,-13307537.0,0.844,0.553,,2.012,,
GNSS,2.41,1.2605029,4.04,1.46,-38.501293,2.2684,2.1468,45297,45297,0.591,108822360.0,-20.083334,,34.428574,3.571459,122598720.0,-4.652,4.024,0.23577,-0.92189,-0.6011,-0.86487997,-0.31253,-1.77599,-28090000.0,-26353000.0,,20590000.0,651.789,5459000.0,-1842250.0,-10715000.0,0.646,0.277,0.375,0.121,,5.125
GNTA,2.2,0.0,10.0,2.1,-54.26196,3.13248,3.675775,44461,44461,0.551,51550804.0,-3.3846157,,3.4755135,,32008842.0,-3.725,,0.0,0.0,0.0,0.0,-0.26586,-0.60147,-8700574.0,-8592703.0,,7555000.0,62.365,17668388.0,-6383307.0,-9697084.0,13.196,12.641,,0.923,2.0,20.712713
GNTX,23.32,0.042901024,31.41,20.28,-23.221344,26.596,24.542,1607853,1607853,0.781,5105748480.0,11.104762,13.798816,2.0463321,2.0998306,4935505408.0,8.731,2.03,0.33659,0.15609999,0.18747999,0.23249,0.10192,0.15425,374075808.0,565294720.0,-0.139,13030876.0,0.522,183404800.0,248530816.0,616023040.0,2.962,1.44,0.077,0.838,2.25,30.0625
GO,11.49,-0.8628161,21.67,10.26,-39.223907,15.6942,14.8951,1894649,1894649,0.453,1127596800.0,12.223404,,0.9407238,0.24666625,2896684544.0,12.573,0.634,0.30235,-0.00097000005,0.02125,0.0504,0.02052,-0.00366,-4440000.0,230386000.0,-0.507,1811399040.0,151.125,52125000.0,-65278876.0,189336992.0,1.298,0.173,0.054,0.531,2.53846,16.08333
GOCO,3.42,0.5882347,21.0,3.32,-73.22835,4.4784,8.2923,27369,27369,1.654,97843600.0,-0.8746803,,0.1999883,0.11896688,757026432.0,7.789,0.92,0.8254,-0.0321,-0.49334,0.11818,-0.00035,-0.1471,-30191000.0,97197000.0,,596049024.0,178.467,35590000.0,91427504.0,-47845000.0,1.561,1.483,-0.112,2.226,,17.2
GOGO,7.4,-2.6315765,16.82,6.195,-5.8240414,9.2015,10.2548,1583486,1583486,0.876,990522176.0,15.416667,,9.261577,1.2113086,1787856000.0,9.135,2.186,0.47599998,-0.0064700004,0.12856,0.23934,0.085480005,-0.06631,-5294000.0,195715008.0,,908627968.0,849.534,138064992.0,113067504.0,77668000.0,1.738,1.202,1.224,1.031,2.0,15.0
GOOD,11.24,2.367944,17.88,10.58,-36.013985,12.032,13.8435,598676,598676,1.095,548819456.0,37.466663,59.157894,2.943179,3.535069,1531355648.0,14.381,9.864,0.77422,0.13587,0.35553002,0.68591005,0.03004,0.06081,8325000.0,106487000.0,-0.894,851408000.0,239.833,21671000.0,73021504.0,95217000.0,3.32,2.792,0.041,0.448,2.0,14.1
GOODN,22.3844,0.7394162,24.437,20.51,-7.8772783,22.42074,22.58674,521,521,1.095,,,,5.861325,,2075389568.0,19.49,13.368,0.77422,0.13587,0.35553002,0.68591005,0.03004,0.06081,8325000.0,106487000.0,-0.894,851408000.0,239.833,21671000.0,73021504.0,95217000.0,3.32,2.792,0.041,0.448,,
GOODO,,1.0075508,22.25,18.3,-9.793228,20.2405,20.37747,1218,1218,,,,691.37933,3.6924493,,,,,,,,,,,,,,,,,,,,,,,,
GOOG,291.74,0.39193845,292.34,142.66,58.515167,253.3484,196.5525,14104238,14104238,1.082,3517150134272.0,32.59665,28.771202,9.107482,9.124174,3452248522752.0,23.78,8.956,0.59172,0.32233003,0.30512,0.37660998,0.16275999,0.3545,124250996736.0,145174003712.0,0.353,44195000320.0,11.424,98496004096.0,47997751296.0,151424008192.0,1.747,1.563,0.159,8.162,1.49254,309.91876
GOOGL,291.31,0.4170946,291.915,140.53,59.7291,252.767,195.3087,19797487,19797487,1.082,3517898031104.0,32.512276,28.785574,9.094059,9.126114,3446335602688.0,23.739,8.94,0.59172,0.32233003,0.30512,0.37660998,0.16275999,0.3545,124250996736.0,145174003712.0,0.353,44195000320.0,11.424,98496004096.0,47997751296.0,151424008192.0,1.747,1.563,0.159,8.162,1.48485,316.38593
GORV,1.1,-2.6548648,58.8,0.8,-96.69591,2.3006,8.46515,294296,294296,1.549,4109220.0,-0.47210303,,0.07344595,0.006198367,306316288.0,-15.37,0.462,0.23187,-0.22307,-0.03836,-0.03006,-0.03966,-1.4487399,-151123008.0,-19929000.0,,326796992.0,584.098,24702000.0,117836496.0,397000.0,0.913,0.185,-0.443,6.612,,
GOSS,2.59,4.4354796,3.6,0.662,192.45284,2.613,1.662195,2299876,2299876,1.958,599471616.0,-3.753623,,-7.2752805,13.608582,596663488.0,-3.894,13.545,1.0,0.0,-3.13209,0.0,-0.34245998,,-156160992.0,-153215008.0,,202876000.0,,180224000.0,-82003128.0,-158432992.0,3.284,3.057,0.402,0.779,1.5,9.5
GOVI,,0.3759615,28.62,26.4,1.2713432,27.9204,27.46375,1640086,1640086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOVX,0.496,-0.9584707,3.88,0.43,-84.58462,0.60826,0.97347,1066040,1066040,3.621,14733858.0,-0.57674414,,2.80226,2.398462,9606222.0,-0.385,1.564,0.0,0.0,-6.35811,0.0,-3.31151,-96.90238,-24805556.0,-24937280.0,,0.0,,3093862.0,-18248606.0,-27350812.0,2.03,1.434,1.835,0.122,,10.375
GP,1.6,0.0,10.9,1.55,-81.88889,2.99072,4.35373,7094,7094,2.664,4873966.0,-3.5555558,,-0.9253904,0.26489395,25690766.0,-1.633,1.396,0.12698,-0.94777,-2.31368,-0.85489,-0.27018,-10.18966,-17438652.0,-15729756.0,,20973632.0,,248184.0,-2225079.0,-4182927.0,1.29,0.023,-0.483,0.081,,
GPAT,10.66,-0.5597054,10.72,10.07,5.75397,10.624,10.47539,3781,3781,,383093760.0,,28.052631,-26.851383,,383292384.0,,,0.0,0.0,0.0,0.0,-0.00141,0.09827,12852821.0,,0.028,444938.0,,246314.0,-119436.0,-370389.0,0.658,0.357,,0.007,,
GPATU,10.72,0.0,11.535,10.0,5.82428,10.7044,10.5696,1,1,,,,,-27.002518,,385448640.0,,,0.0,0.0,0.0,0.0,-0.00141,0.09827,12852821.0,,0.028,444938.0,,246314.0,-119436.0,-370389.0,0.658,0.357,,0.007,,
GPATW,0.3578,16.055798,0.3578,0.2811,,,,4625,4625,,,,,-0.9012594,,,,,0.0,0.0,0.0,0.0,-0.00141,0.09827,12852821.0,,0.028,444938.0,,246314.0,-119436.0,-370389.0,0.658,0.357,,0.007,,
GPCR,34.865,2.846608,38.67,13.22,-8.304029,26.623,22.78845,657179,657179,,2115526016.0,-45.279224,,2.6065342,,5039814656.0,-20.448,,0.0,0.0,0.0,0.0,-0.17532,-0.25280002,-210684992.0,-246471008.0,,7090000.0,0.921,799043008.0,,,14.15,13.89,,4.645,1.30769,73.64286
GPIQ,,-0.18727021,54.629,38.13,8.20669,52.3132,48.88415,605987,605987,,,,34.41776,,,,,,,,,,,,,,,,,,,,,,,,,
GPIX,,0.18986575,53.5,40.009,5.0039887,51.988,49.30205,409116,409116,,,,28.484322,,,,,,,,,,,,,,,,,,,,,,,,,
GPRE,10.29,5.32241,12.31,3.14,-12.455195,10.1098,7.08145,2091888,2091888,1.411,718602560.0,29.4,,0.9625819,0.31982622,987305344.0,-43.798,0.439,0.04581,-0.083739996,-0.0042,-0.0100300005,-0.045289997,-0.22003001,-188152992.0,-22542000.0,-0.755,434894016.0,56.119,135903008.0,-30853500.0,16554000.0,1.678,0.83,-0.228,1.946,2.22222,11.66667
GPRF,,-0.18580328,52.45,48.28,-0.9563923,51.3421,50.48679,329,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPRO,1.57,-1.8749982,3.05,0.398,11.111116,2.0579,1.15676,3399569,3399569,1.712,250773392.0,8.722222,,1.6086066,0.33582827,334012256.0,-5.866,0.447,0.34812,-0.14534001,-0.0868,-0.07626,-0.080299996,-0.76812,-108533000.0,-56945000.0,,123672000.0,126.305,58571000.0,-23788250.0,-75777000.0,0.826,0.46,-0.18,0.37,5.0,1.3
GPT,30.7955,-0.20448372,31.67,20.01,19.828487,29.75044,26.513905,686,686,,,,24.484129,,,,,,,,,,,,,,,,,,,,,,,,,
GQQQ,,-0.30003563,30.79,20.25,16.707062,29.44836,26.590454,1020,1020,,,,31.036064,,,,,,,,,,,,,,,,,,,,,,,,,
GRAB,5.88,-0.33898273,6.62,3.36,20.654392,5.8713,5.056,63706286,63706286,0.887,24031561728.0,196.00002,294.0,3.7144663,7.4447217,19182299136.0,100.431,5.942,0.41357,0.03779,0.03322,0.059169997,0.00158,0.00896,122000000.0,191000000.0,0.41,2136999936.0,32.806,7111000064.0,352124992.0,263000000.0,1.827,1.676,0.219,1.74,1.5,6.79857
GRABW,0.4015,-4.631833,0.84,0.3,-15.799999,0.45104,0.43337,92684,92684,0.887,,,,0.25363234,,,,,0.41357,0.03779,0.03322,0.059169997,0.00158,0.00896,122000000.0,191000000.0,0.41,2136999936.0,32.806,7111000064.0,352124992.0,263000000.0,1.827,1.676,0.219,1.74,,
GRAL,83.39,-2.0209155,103.0,13.58,464.0159,62.9484,42.609974,657299,657299,,3006025984.0,-7.0909863,,1.2987074,22.38542,2527438080.0,-6.205,18.821,-0.56525004,0.0,-3.68147,0.0,-0.118149996,-0.17684,-442952000.0,-407344000.0,,62164000.0,2.686,602753984.0,-142499120.0,-370048000.0,9.228,8.764,0.112,16.721,,61.5
GRAN,2.8894,9.863113,6.7,2.36,-42.826088,3.40754,4.0417204,7483,7483,,71964120.0,,41.27714,31.068817,16.586077,65391200.0,34.061,15.071,0.76499003,0.37319002,0.52779,0.44248,0.27055,0.96272004,1619197.0,1919845.0,-0.706,1982434.0,94.094,2094679.0,389846.0,794147.0,1.36,1.351,-0.132,0.084,,
GRCE,3.001,0.36789024,4.97,1.75,-6.2695923,3.0926,2.9302,31799,31799,0.598,45537252.0,-2.381746,,0.65295905,,21342400.0,-1.442,,0.0,0.0,0.0,0.0,-0.13262999,-0.16781001,-10313000.0,-14796000.0,,0.0,,20005000.0,-8235500.0,-13109000.0,8.866,8.65,,1.447,,11.637582
GREE,1.72,-18.095232,3.84,0.58,-21.64179,1.7602,1.353,2017883,2017883,3.254,26958278.0,-0.9398907,,-0.43544304,0.45502275,92792176.0,-149.665,1.566,0.21812001,-0.33682,-0.41015,-0.0104600005,-0.15009,,-19955000.0,-620000.0,,63275000.0,,3397000.0,-10484250.0,-16070000.0,1.053,0.541,-0.015,0.217,,4.0
GREEL,,1.2957721,17.98,6.33,89.434364,11.9469,9.13879,276,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRFS,8.73,1.5116181,11.14,6.19,-5.494505,9.5824,8.68695,510519,510519,1.19,7579151872.0,7.7946424,13.857142,1.1471747,1.0081135,8472911360.0,4.831,1.127,0.39843,0.04958,0.20434,0.2333,0.045819998,0.05894,372720000.0,1753955968.0,,1076999936.0,14.269,825481984.0,1262028032.0,1130754048.0,2.482,0.892,0.04,1.213,2.0,12.525
GRI,1.85,6.32184,16.949,1.1,-87.95848,1.859,3.009185,282609,282609,-1.441,4653314.0,-0.703422,0.020374449,1.3899324,,-649369.0,0.065,,0.0,0.0,0.0,0.0,-0.98684,-2.48924,-11919000.0,-10027000.0,,96000.0,2.89,5122000.0,-5767375.0,-9169000.0,2.415,2.218,,2.036,,22.5
GRID,,-0.36505193,159.97,99.78,25.022018,151.5574,133.70775,367087,367087,,,,27.822735,,,,,,,,,,,,,,,,,,,,,,,,,
GRIN,,-0.27131116,28.05,24.79,8.351994,27.20334,26.477886,83241,83241,,,,25.829094,,,,,,,,,,,,,,,,,,,,,,,,,
GRNQ,1.74,8.087963,2.5,0.801,41.22807,1.43128,1.30711,26867,26867,1.668,14573915.0,-24.857143,,3.0155978,4.475085,12606743.0,-12.153,3.871,0.85252,-0.33681,-1.4087399,-0.31854,-0.11123,-0.22246,-1096868.0,-1037369.0,,80198.0,1.665,833234.0,-1098693.0,-1092263.0,1.674,1.249,0.183,0.101,,
GROW,2.43,2.966109,2.78,2.02,-5.5999994,2.5704,2.39605,12618,12618,0.699,31496862.0,,,0.7015012,3.7265573,-2680456.0,0.917,-0.317,0.41659,-0.03952,-0.50816,-0.34595,-0.0373,-0.00709,-334000.0,-2924000.0,,83000.0,0.184,34244000.0,-3735250.0,-822000.0,20.875,20.048,-0.197,2.642,,
GRPN,18.56,-1.6428266,43.08,7.75,66.696106,21.7768,23.07985,1147797,1147797,0.054,756409152.0,32.0,,-12.703628,1.5247326,881954112.0,218.468,1.778,0.90859,-0.28525,0.017339999,0.0081400005,0.01039,,-141038000.0,4037000.0,,351196992.0,,238451008.0,90248376.0,74854000.0,0.934,0.798,0.073,5.851,2.33333,36.0
GRRR,14.01,-2.6407235,44.15,3.71,232.33257,17.7838,19.734976,737022,737022,-0.712,317592928.0,45.19355,,2.8738463,3.4030788,298471488.0,-7.155,3.198,0.35444,-0.80267,0.10597,-0.44698003,-0.17929001,-0.88005996,-74909264.0,-41714888.0,,18781480.0,19.129,10111206.0,-40520168.0,-30909714.0,2.16,1.571,0.765,0.502,,36.5
GRRRW,0.48,-4.000002,0.55,0.48,,,,13910,13910,-0.712,,,,0.09846154,,,,,0.35444,-0.80267,0.10597,-0.44698003,-0.17929001,-0.88005996,-74909264.0,-41714888.0,,18781480.0,19.129,10111206.0,-40520168.0,-30909714.0,2.16,1.571,0.765,0.502,,
GRVY,59.57,0.25244284,70.0,53.12,-9.213138,61.4038,61.7329,9701,9701,0.979,413945984.0,,7.6666665,0.00069482584,0.000755577,-576883064832.0,-7.638,-1.053,0.3452,0.14741999,0.08979999,0.13787,0.06574,0.14603,80767279104.0,75532288000.0,0.054,3652999936.0,0.613,581598969856.0,,,5.82,5.635,0.401,83696.555,,
GRW,,-0.08618075,39.22,29.35,-18.567234,32.15296,33.305565,3265,3265,,,,43.487568,,,,,,,,,,,,,,,,,,,,,,,,,
